College Name,Region,Region Type,Location,District,Contact Number,Email Address,Website Link,Registrar Name,Registrar Contact Number,Status,Autonomous Status
"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon ",Nashik,Rural,"Bambori, Dharangaon,  Jalgaon ",Jalgaon,2252989,sscoetjal@gmail.com,www.sscoetjalgaon.ac.in,Mr. Y.K. Chitte,2258393,Un-Aided,Non-Autonomous
"G.H. Raisoni Institute of Engineering and Management, Jalgaon",Nashik,Rural,"Gat No. 57/1, Shirsoli Road, At. Post- Mohadi Tal. & Dist. Jalgaon, ",Jalgaon,2264882,prabhakar.bhat@raisoni.net,www.raisoni.net,Arun Daulatrao Patil,2264881,Un-Aided,Non-Autonomous
"K. C. E. Societys College of Engineering and Information Technology, Jalgaon ",Nashik,Urban,"C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",Jalgaon,2242026,coeit.inquiry@gmail.com,www.coeit.kces.in,Prof. Sanjay R Sugandhi,2242025,Un-Aided,Non-Autonomous
"Shri Gulabrao Deokar College of Engineering, Jalgaon",Nashik,Rural,"Gat No. 56,  P.B. NO. 113, Shirsoli Road, Jalgaon ",Jalgaon,2264873,principal@sgdcoejalgaon.org,www.sgdcoejalgaon.org,Shashikant B Patil,2264871,Un-Aided,Non-Autonomous
"Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering, Nashik",Nashik,Urban,"Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",Nashik,7378497999,principal@kbtcoe.org,www.kbtcoe.org,Mrs. Shrushti J. Shinde,2571439,Un-Aided,Non-Autonomous
"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,Rural,"At Post mahiravani, Trimbak Road Dist Nashik",Nashik,222551,principal@sitrc.org,www.sandipfoundation.org,Mrs. Aruna Aher,222551,Un-Aided,Non-Autonomous
"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik",Nashik,Urban,"M. V. P. Campus, Gangapur Road, Shivaji Nagar, Nasik  422002",Nashik,2571650,imrt_mba@yahoo.co.in,www.imrt.ac.in,Aher U.B.,2571650,Un-Aided,Non-Autonomous
"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon ",Nashik,Rural,"At. Post Babulgaon, Tal Yeola, Nashik",Nashik,225011,sndcoe.principal@gmail.com,www.sndcoe.ac.in,Prof I. R. Shaikh,225012,Un-Aided,Non-Autonomous
"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,Rural,"At / Po Chincholi, Tal. Sinnar, Nashik",Nashik,271261,svit.nashik@pravara.in,www.svitnashik.in,Mr. Ghuge S L,271278,Un-Aided,Non-Autonomous
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,Rural,"Anjaneri Village, Trimbakeshwar, Dist.Nashik 422103",Nashik,2464691,princi.bvcoe@gmail.com,www.brahmavalley.com,Mr. Pagar Samadhan S.,220202,Un-Aided,Non-Autonomous
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Nashik,Rural," A/P.Loni, Tal.Rahata  Dist.Ahmednagar ",Ahmednagar,273204,principal@pravaraengg.org.in,www.pravaraengg.org.in,Mr. B. M. Pansare,273204,Un-Aided,Non-Autonomous
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Nashik,Rural,"Sahajanand Nagar, Po : Shingnapur, Tal : Kopargaon, Dist. Ahmednagar ",Ahmednagar,222469,principalcoe@sanjivani.org.in,www.sanjivanicoe.org.in,Shri K.M. Bhavsar,9130191301,Un-Aided,Autonomous
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Nashik,Rural,"vadgaon Gupta, Vilad Ghat, P.O.-MIDC, Ahmednagar ",Ahmednagar,2779496,prin_coea@yahoo.com,www.enggnagar.com,Mr. A.T.Bhosale,2777296,Un-Aided,Non-Autonomous
"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Nashik,Rural,"P.O.: Sangamner Sakhar Karkhana, Tal : Sangamner, Dist. Ahmednagar",Ahmednagar,259148,principal@avcoe.org,www.avcoe.org, Prof. V. P. Waghe,259096,Un-Aided,Non-Autonomous
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nashik,Rural,"Poojya Sane Guruji Vidya Prasarak Mandal's, D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nandurbar,229649,principal@coeshahada.ac.in,www.coeshahada.ac.in,Shri. D. N. Patil,229649,Un-Aided,Non-Autonomous
"Sanjay Education Society's College of Engineering, Navalnagar",Nashik,Rural,"Navalnagar, Tal & Dist. Dhule ",Dhule,260245,coenavalnagar@gmail.com,www.sescoe.org,Prof. P. R. Gawande ,260238,Un-Aided,Non-Autonomous
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Nashik,Rural,"Jivram Nagar, ,Nhavi Marg, PO:Faizpur(MSSK),  Dist. Jalgaon ",Jalgaon,248179,jtmcoef@rediffmail.com,www.jtmcoef.ac.in,Pradip Vishnu Chaudhari,248256,Un-Aided,Non-Autonomous
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Nashik,Rural,"Nagaon At Post. Nagaon, Tal&Dist.  Dhule",Dhule,243000,nagaonengg@rediffmail.com,www.gangamaiengg.org,Shri. J. F. Patil,243170,Un-Aided,Non-Autonomous
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",Nashik,Rural,"Near Z.T.C Bhusawal, Dist. Jalgaon",Jalgaon,221719,rps125@rediffmail.com,www.ssgbcoet.com,Dr R P Singh,221719,Un-Aided,Non-Autonomous
"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Nashik,Urban,"Plot No.51, Dr. Ulhas Patil Nagar, Additional MIDC, Bhusawal Road, N.H.No.6, Jalgaon",Jalgaon,2213500,gcoe2008@gmail.com,engg.godavarifoundation.org,Ishwar Shenfadu Jadhav,2212999,Un-Aided,Non-Autonomous
"R. C. Patel Institute of Technology, Shirpur",Nashik,Urban,"Near Nimzari Naka, Shirpur Dist. Dhule",Dhule,259600,registrar@rcpit.ac.in,www.rcpit.ac.in,Prashant Mahajan,259600,Un-Aided,Non-Autonomous
"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,Rural,"Jain Gurukul, Neminagar, Chandwad Dist.  Nashik",Nashik,253752,principalcoe@snjb.org,www.snjb.org,Mr. Jadhav M M,205527,Un-Aided,Non-Autonomous
"G. H. Raisoni College of Engineering and Management, Ahmednagar",Nashik,Rural,"G.No.1030, At/Post-Chas,Nagar-Pune Road, Ahmednagar",Ahmednagar,2570123,ghrcemahm@raisoni.net,ghrcemahm.raisoni.net,Mr.Sunil R.Dhobe,2570123,Un-Aided,Non-Autonomous
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,Rural,"At Post Eklahare, Taluka & District Nashik",Nashik,2406600,gkkharate@rediffmail.com,www.mcoerc.org,Mr. Nagare Baban .T.,2406600,Un-Aided,Non-Autonomous
"Vishwabharati Academy's College of Engineering, Ahmednagar",Nashik,Rural,"Sarola Baddi ,Jamkhed Road ,  Ahmednagar",Ahmednagar,2660033,principal_vacoea@yahoo.com,www.vacoea.com,Mr.Bargale R.P.,2660033,Un-Aided,Non-Autonomous
"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Rural,"Sapkal Knowldege Hub,Kalyani Hills, Anjaneri- Wadholi, Tal. Trimbak, Nashik",Nashik,220175,gns_engineering@sapkalknowledgehub.org,www.sapkalknowledgehub.org,Mr. Nitin G. Jaware,220175,Un-Aided,Non-Autonomous
"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar",Nashik,Rural,"Shree Shivaji Nagar (Rahuri Factory), Tal. Rahuri,  Dist. Ahmednagar ",Ahmednagar,9156532111,scsc_eng@yahoo.in,www.scscoe.org,Shri. Adhav Yogesh Janardhan,251200,Un-Aided,Non-Autonomous
"A.J.M.V.P.S. Institute of Hotel Management & Catering Technology College, Ahmednagar",Nashik,Urban,"Lal Taki Road, Near Law College, Ahmednagar",Ahmednagar,2326778,ihmctajmvps@gmail.com,www.ihmct.in,Idhate P. B.,2326778,Un-Aided,Non-Autonomous
"Mahatama Gandhi Vidyamandir's College of Hotel Management & Catering Technology , Nashik",Nashik,Urban,"Mumbai-Agra Highway, Panchavati, Nashik",Nashik,2628281,mgvihmct@rediffmail.com,www.mgv.edu/hmct,Aashok Ghumare,2628281,Un-Aided,Non-Autonomous
"Pravara Rural Education Society's Padmashri Dr. Vittalrao Vikhe Patil Institute of Technology and Engineering Polytechnic ,Pravaranagar",Nashik,Rural,"A/P Loni Bk.-413 713, Taluka Rahata,Ahmednagar  413736",Ahmednagar,273484,principal.polyloni@pravara.in,www.pravara.in,Shri. P.J. Dangat,272151,Un-Aided,Non-Autonomous
"Mgts Mandal's Sharadchandrika Suresh Patil Institute Of Technology(Polytechnic), Chopda",Nashik,Rural,"Yawal Road, Chopda Jalgaon , 425107",Jalgaon,222100,0061principal@msbte.com,www.polychopda.org,Shri.P.A.Deshmukh,222100,Un-Aided,Non-Autonomous
"Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology, Jalgaon",Nashik,Urban,"B.J Nagar Pimparala Road, P.Box No 132, Jalgaon , 425001",Jalgaon,2250776,smitcollegejalgaon@gmail.com,www.muktaieducation.org,Patil Diwakar Jijabrao ,2250500,Un-Aided,Non-Autonomous
"Technical & Medical Education Society's J. T. Mahajan Polytechnic, Faizpur",Nashik,Rural,"Nhavimarg, Faizpur Jalgaon , 425524",Jalgaon,248556,jtmpfaiz@gmail.com,www.jtmpoly.ac.in,Shri.Ramanlal Ghanashyam Mahajan,248156,Un-Aided,Non-Autonomous
"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Nashik,Urban,"Bhujbal Knowledge City, Adgaon ,Nashik 422003",Nashik,2555825,principal_iot@bkc.met.edu,www.metbhujbalknowledgecity.ac.in,S. N. PILLAI,2555825,Un-Aided,Non-Autonomous
"Kai. Vanjibaba Gramin Vikas Mandal, Shantidevi Chavhan Institute of Engineering & Technology, Chalisgaon",Nashik,Rural,"Survey No. 94/3/1 & 2, At Post Bhoras, Tal Chalisagtion,  Jalgaon , 424101",Jalgaon,257357,1004principal@msbte.com,www.sscpolycsn.com,PATIL S.H.,257356,Un-Aided,Non-Autonomous
"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Nashik,Rural,"Survey No.227/2, Paldhi Bk, Next To North Maharashtra University, Tal-Dhamangaon, Dist:Jalgaon ",Jalgaon,202292,manojpatil9737@rediffmail.com,www.tspmjalgaon.com,manoj patil,202292,Un-Aided,Non-Autonomous
"The People Education Society's, Diploma College Of Enggineering & Technology,Jamkhed",Nashik,Urban,"Behind Police Line,Jamkhed Dist. Ahmednagar  413201",Ahmednagar,221222,pesdcet@gmail.com,www.pesjamkhed.com,Dahale S.H,221233,Un-Aided,Non-Autonomous
"Kisan Dnyanoday Mandal Gudhe's Dr. Uttamrao Mahajan Institute Of Engineering & Technology,Chalisgaon, Jalgaon",Nashik,Rural,"Gat No.140 2 A/1,140 2 A/2, Aurangabad Byepass Road, Chalisgaon Dist-Jalgaon 424101",Jalgaon,202252,1178principal@msbte.com,www.kdmgsinstitutions.co.in,Dr. H. U. Mahajan,202252,Un-Aided,Non-Autonomous
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Nashik,Rural,"Dhanore Tal.Yeola, Dist.Nashik  423401",Nashik,267560,mityeola@gmail.com,www.mityeola.in,Mr.R P Phad,267561,Un-Aided,Non-Autonomous
"Mahatma Gandhi Vidyamandir's Institute Of Industrial & Pharmaceutical Technology, Nashik",Nashik,Urban,"MUMBAI-AGRA HIGHWAY, PANCHAVATI, NASHIK-422003 ",Nashik,2628201,mgv.iipt@gmail.com,www.mgv.org.in,Mr Ravindra Vishwanath Sonar,2511931,Un-Aided,Non-Autonomous
"Shri.Sant Muktabai  Santha's Institute  of Technology, Jalgaon",Nashik,Urban,"B.J.Nagar, Pimprala Road, P.O.Box No.132, Jalgaon 425001 (M.S.) ",Jalgaon,2250776,smitcollegejalgaon@gmail.com,www.muktaieducation.org,Mr. D.J.Patil,2250500,Un-Aided,Non-Autonomous
"Mahatma Gandhi Vidya Mandir Institute Of  Hotel Management And Catering Technology,Nashik",Nashik,Urban,"Panchavati,Mumbai-Agra Road, Nashik 422003",Nashik,2628281,mgvdhmct@gmail.com,www.mgv.org.in,Mr Sanjay Keshav Kadwe,2628283,Un-Aided,Non-Autonomous
"Pune Vidyarthi Griha's College Of Engineering, Nashik",Nashik,Urban,"206, Dindori Road, Near Meri, Mhasrul, Nashik",Nashik,6480003,pvgcoenashik@gmail.com,pvgcoenashik.org,Mr S.N.Gunjal,6480036,Un-Aided,Non-Autonomous
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology, Agastkhind, Tal Sinner",Nashik,Rural,"Srv. No. 2, At. Post Agastkhind, Tal Sinner Dist. Nashik 422502",Nashik,02551304,1473principal@msbte.com,www.sitp.co.in,Akolkar Naresh Shashikant,02551304,Un-Aided,Non-Autonomous
"Seva Shikshan Prasarak Mandal, Dr. N. J. Paulbudhe Institute of Technology, Narayandoho Tal Nagar, Ahmednagar
",Nashik,Rural,Gate No. 479 At. Post Narayandoho Tal Nagar Dist. Ahmednagar,Ahmednagar,2030627,polytech_paulbudhe@yahoo.in,sspm.online.org.in,MR. KARAMPURI R.S.,2030626,Un-Aided,Non-Autonomous
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic , Dindori Road Cannol road ,MERI ,Nashik",Nashik,Urban,"Srv. No,.155 / 1A Dindori Road Cannol road MERI Nashik ",Nashik,2629777,principal@nitnasik.com,www.nitnasik.com,Mr. JAGTAP M.P.,2024121,Un-Aided,Non-Autonomous
"Godavari Foundation,Dr.Varsha Patil Institute of Technology, Jalgaon",Nashik,Rural,Jalgaon  425309,Jalgaon,77200899,dvpit2010@gmail.com,www.dvpit.in,S.D.Bendale,77200899,Un-Aided,Non-Autonomous
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Nashik,Rural,"At Post Dondaicha, Dist. Dhule",Dhule,244123,5381jaytech@gmail.com,www.jaytech.co,MR SHAMKUMAR BHAVSAR,0256244123,Un-Aided,Non-Autonomous
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Nashik,Rural,"Survey No. 162& 163, Nepti, Nagar Kalyan Road, Ahmednagar",Ahmednagar,2568384,scsmcoe.anr@hotmail.com,www.scoea.org,Mr. M. B. Amrute,2568383,Un-Aided,Non-Autonomous
"Shree Saibaba Institute of Engineering, Research & Allied Sciences, Rahta.",Nashik,Rural,"At Post Rahta, Taluka Rahata, Dist. Ahmednagar",Ahmednagar,204578,shrisaibabaengg@gmail.com,www.shrisaibabaengg.org,Rohamare R.V.,204580,Un-Aided,Non-Autonomous
"Akole Taluka Education Society,s Technical Campus, Akole, Ahmednagar",Nashik,Rural,"Akole, Tal. Akole, Dist. Ahmednagar",Ahmednagar,95957577,akole2011@gmail.com,www.atestc.com,Wakchaure Santosh Tukaram,221123,Un-Aided,Non-Autonomous
"Ashok Institute of Engineering & Technology(Polytechnic), Shrirampur.",Nashik,Rural,"Ashok Nagar, Tal.Shrirampur, Dist. Ahmednagar.413717",Ahmednagar,246021,ashoktech_ashoknagar@yahoo.com,www.ashokpolytechnic.org,Thorat Sachin N,246021,Un-Aided,Non-Autonomous
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Nashik,Rural,"Gat No 166 Bambhori, Jalgaon",Jalgaon,02588202,nmkcjalgaon49@gmail.com,www.nmkcj.org,Rohit C Patil,93714,Un-Aided,Non-Autonomous
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,Rural,"Survey No.48, Gowardhan, Gangapur Road, Nashik.",Nashik,2970077,principaljitnashik@rediffmail.com,www.jitnashik.edu.in,Mr. Jagdish V. Patil,2970077,Un-Aided,Non-Autonomous
"Gurukul Education Society's Institute of Engineering & Technology, Nandgaon",Nashik,Rural,"S.No. 34/1B, & 34/2, At Phule Nagar, Post Nandgaon, Tal. & Dist. Nashik.",Nashik,243488,1607principal@msbte.com,www.gurukulpolytechnic.org,MR.NILLESH S.VAIDYA,243488,Un-Aided,Non-Autonomous
"Vidya Niketan College of Engineering, Bota Sangamner",Nashik,Rural,"Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",Ahmednagar,8600888433,vncoe.principal@gmail.com,www.vidyaniketanglobal.com,SANDIP BHAIK,8600888433,Un-Aided,Non-Autonomous
"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Nashik,Rural,"At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",Ahmednagar,9604049525,rajivgandhi.iot@gmail.com,www.rgcoe.org,Mr.Pawar Santosh Barku,295101,Un-Aided,Non-Autonomous
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,Rural,"Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",Nashik,9970178118,mmantc@gmail.com,www.mmantc.in,Mr.Hamid Ajij Shaikh ,02554,Un-Aided,Non-Autonomous
"Nikam Institute of Technology(Polytechnic),Dhule",Nashik,Rural,"Morane-Gondur byPass road,Gondur",Dhule,297309,5414nikampoly@gmail.com,www.nitgondur.org,JITENDRA ANANDRAO SONAWANE,297309,Un-Aided,Non-Autonomous
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,Urban,"Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",Nashik,2372766,gcoerc.nashik@ggsf.edu.in,www.ggsf.edu.in,Manoj Koli,2372766,Un-Aided,Non-Autonomous
"Mauli Institute of Technology (Polytechnic), Amalner, Dist. Jalgaon",Nashik,Rural,"Gut No.25/1/A, Dheku Road, Ambasan Dheku, Amalner, District Jalgaon. ",Jalgaon,7588007270,maulipoly@gmail.com,www.maulipoly.com,MR.SWAPNIL PATIL,218200,Un-Aided,Non-Autonomous
"Shri. Sai Institute of Technology, Amalner",Nashik,Rural,"Gat NO.15/1, Devli/Devgaon, Tal.Amalner, Dist Jalgaon.",Jalgaon,9423479388,php_pune@rediffmail.com,shrisaiinstituteoftechnology.org,Prakash H. Patil,218312,Un-Aided,Non-Autonomous
"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",Nashik,Urban,"Survey No. 499/1, Plot No.2, Behind Gurudwara, Mumbai Agra Highway, Dhule",Dhule,2562297801,IOTDhule@svkm.ac.in,www.svkm-iot.ac.in,Mr. Anmol Suryavanshi,2562297801,Un-Aided,Non-Autonomous
"Government College of Engineering & Research, Avasari Khurd",Pune,Rural,"Avasari, Tal. Ambegaon. Dist. Pune",Pune,230582,gcoeara@gmail.com,www.gcoeara.ac.in,"I/c Registrar, Shri. C.A. Suryawanshi",230582,Government,Non-Autonomous
"Government College of Engineering, Karad",Pune,Rural,"Vidyanagar, Karad  Dist. Satara",Satara,272415,principal@gcekarad.ac.in,www.gcekarad.ac.in,Mr. D. Y. Peraspure,272414,Government,Autonomous
"College of Engineering, Pune",Pune,Urban,"Wellesly Road, Shivaji Nagar, Pune",Pune,25507001,director@coep.ac.in,www.coep.org.in,0,25507000,Government,Autonomous
"Walchand College of Engineering, Sangli",Pune,Urban,"Walchand College of Engineering, Vishram Bagh, Sangli",Sangli,2305506,director@walchandsangli.ac.in,www.walchandsangli.ac.in,Dr. D. B. Kulkarni,2303433,Government-Aided,Autonomous
"Institute of Civil and Rural Engineering(aided), Gargoti, Kolhapur",Pune,Rural,"Hutatma Murlidhar Nagar, Gargoti, Kolhapur  416209",Kolhapur,220249,icre_gargoti@rediffmail.com,www.icregargoti.org,Shri Bhoite P.D.,220069,Government-Aided,Non-Autonomous
"Maharashtra  Institute of  Printing Technology(Aided), Pune",Pune,Urban,"1786, Sadashiv Peth Pune , 411030",Pune,24470573,mipt.pvg@gmail.com,www.pvgmipt.ac.in,Mr.A.B.Mahadik,24479058,Government-Aided,Non-Autonomous
"Cusrow Wadia Institute of Technology( Aided ), Pune ",Pune,Urban,"19, Bundgarden Rd.,Pune Pune , 411001",Pune,26161310,cwitpune@rediffmail.com,www.cwitpune.com,Shri S. R. Abnave,26164814,Government-Aided,Autonomous
"Maharashtra State Institute of Hotel Management & Catering Technology,Pune",Pune,Urban,"412-C, Shivaji Nagar, Pune , 411016",Pune,25676640,office.msihmcpune@dtemaharashtra.gov.in,www.msihmctpune.edu.in,Mrs. Sunita Jagtap,25677189,Government,Autonomous
"Department of Technology, Shivaji University, Kolhapur",Pune,Rural,"Vidyanagar, Kolhapur",Kolhapur,2605972,director.tech@unishivaji.ac.in,www.unishivaji.ac.in,Dr.V.D.Nandavadekar,2605970,University Department,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Management, Vadgaon (Budruk), Pune",Pune,Urban,"S. No. 44/1, Opp Sinhagad Road, Vadgaon (Budruk), Pune  411041",Pune,24355531,director_siom@sinhgad.edu,www.sinhgad.edu,Mrs.Rupali Warokar,24356592,Un-Aided,Non-Autonomous
"Vidya Pratishthan Institute of Information Technology, Baramati, Pune",Pune,Rural,"Vidyanagari, Bhigwan Road, Baramati Dist. Pune  413133",Pune,239555,info@viitindia.org,www.viitindia.org,Mr. Sanjay Jagtap,239555,Un-Aided,Non-Autonomous
"Progressive Education Society's Modern College of Engineering, Pune",Pune,Rural,"P.E.S. Modern College of Engineering, 1186 A, Shivajinagar, Off. J.M. Road, Pune ",Pune,25533638,pesmcoe@gmail.com,www.moderncoe.edu.in,Mr. D. D. Gangurde,25533638,Un-Aided,Non-Autonomous
"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,Urban,"S. No. 80/3, Mumbai Pune Bypass Highway,  Tathawade,Tal-Munshi, Dist. Pune",Pune,22934347,rscoe@jspm.edu.in,www.rscoe.org,Dr. Amey A Choudhari,22933423,Un-Aided,Autonomous
"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,Urban,"Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",Pune,27390064,ratnaraj.jambi@gmail.com,www.gsmozecoe.org,Ratna Raja Kumar,27390500,Un-Aided,Non-Autonomous
"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Pune,Urban,"S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",Pune,26970983,drmgjadhav@gmail.com,www.jspm.edu.in,Gawade J.R.,26970886,Un-Aided,Non-Autonomous
"MIT Academy of Engineering,Alandi, Pune",Pune,Urban,"Alandi (D) Tal. Khed, Dist. Pune",Pune,30253600,principal@maepune.ac.in,www.mitaoe.ac.in,Mr. Manoj N Bade,30253500,Un-Aided,Autonomous
"MAEER's M.I.T. College of Engineering , Kothrud, Pune",Pune,Urban,"S.No. 124, Ex. Serviceman Colony, MIT College Campus, Paud Road, Kothrud, Pune",Pune,30273400,principal@mitcoe.edu.in,www.mitcoe.edu.in,Mr. Yogesh B. Shedge,30273400,Un-Aided,Non-Autonomous
"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Pune,Rural,"Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",Pune,661966,engineeringprincipal@gmail.com,www.siddhantcoe.edu.in,Miss Babar.D.R,661904,Un-Aided,Non-Autonomous
"Maharashtra Institute of Technology, Kothrud, Pune",Pune,Urban,"Paud Road,Survey No. 124, Ex-Servicemen Colony Paud Road, Kothrud, Pune",Pune,30273456,mit@mitpune.com,www.mitpune.com,ABHAY BIRARI,30273400,Un-Aided,Non-Autonomous
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,Urban,"Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",Pune,9921580670,ghrcem.pune@raisoni.net,ghrcem.raisoni.net,Mr. S. H. Karande,9921580670,Un-Aided,Autonomous
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Pune,Rural,"Gat No. 720/2, Pune-Ahmadnagar Road, Wagholi, Tal- Haveli,  Dist. Pune",Pune,67335102,principal@jspmicoer.edu.in,www.jspmicoer.edu.in,Dr . A. W. Dhawale,67335100,Un-Aided,Non-Autonomous
"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,Urban,"Sector 26, Pradhikaran,  Nigdi Pradhikaran, Pune ",Pune,27653168,pccoeadmin@gmail.com,www.pccoepune.com,Mr. P. S. Patil,27653168,Un-Aided,Non-Autonomous
"G. H.Raisoni Institute of Engineering and Technology, Wagholi, Pune",Pune,Urban,"Gat No.1200, Navin Wagholi, Tal. Haveli  Dist. Pune",Pune,9604787185,r.kharadkar@raisoni.net,ghriet.raisoni.net,Prof Hate Sudhir ,9604787186,Un-Aided,Non-Autonomous
"Sinhgad College of Engineering, Vadgaon (BK), Pune",Pune,Urban,"44/1, Vadgaon,(bk) off Sinhgad Road Pune ",Pune,24354705,principal.scoe@sinhgad.edu,www.sinhgad.edu,V D Tayade,24100000,Un-Aided,Non-Autonomous
"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",Pune,Urban,"S. No. 44/1, Vadgaon(bk) off Sinhgad Road, Pune",Pune,24354938,principal.skncoe@sinhgad.edu,www.sinhgad.edu,KAVITA SHIRISH BORGAVE,24354938,Un-Aided,Non-Autonomous
"Indira College of Engineering & Management, Pune",Pune,Rural,"Survey No.64,65,Gat No.276, At Post Parandwadi, Near Somatne Phata, Tal- Maval Dist. Pune",Pune,661500,principal@indiraicem.ac.in,www.indiraicem.ac.in,Mr.Gajanan T. Adke,661500,Un-Aided,Non-Autonomous
"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima",Pune,Rural,"Sharad Campus Pimpal, Jagtap Road A/P, Koregaon Bhima Tal-Shirur, Pune",Pune,646010,alameenpune@gmail.com,www.alameencoe.com,SHAIKH TANVEER SABIR,646015,Un-Aided,Non-Autonomous
"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli",Pune,Rural,"S.No. 25/27, Pisoli, Tal.Haveli Dist. Pune",Pune,8446041199,trinitycoe@gmail.com,www.kjei.edu.in,Mr.Prashant Renushe,8446041199,Un-Aided,Non-Autonomous
"Sinhagad Institute of Technology, Lonavala",Pune,Rural,"Gat No.309/310/314, Pune-Mumbai Express Highway, kasgaon(BK), Lonavala Pune , 410401",Pune,673353,principal_sit@sinhgad.edu,www.sinhgad.edu,D R RAUT,673356,Un-Aided,Non-Autonomous
"Sinhgad Academy of Engineering, Kondhwa (BK)  Kondhwa-Saswad Road, Pune",Pune,Rural,"S.No.40/4A, Kondhwa(BK), Kondhwa-Saswad Road, Pune ",Pune,26934550,saeprincipal@sinhagad.edu,www.sinhgad.edu,S.N. Kamat,26934441,Un-Aided,Non-Autonomous
